date,PM2.5,PM10,NO2,SO2,CO,O3,AQI,temp_mean_C,temp_min_C,temp_max_C,precipitation_mm,humidity_percent,wind_speed_ms,year,month,season,is_weekend,PM2.5_lag_1d,PM2.5_lag_7d,PM2.5_lag_30d,PM10_lag_1d,PM10_lag_7d,PM10_lag_30d,NO2_lag_1d,NO2_lag_7d,NO2_lag_30d,SO2_lag_1d,SO2_lag_7d,SO2_lag_30d,CO_lag_1d,CO_lag_7d,CO_lag_30d,O3_lag_1d,O3_lag_7d,O3_lag_30d,AQI_lag_1d,AQI_lag_7d,AQI_lag_30d,PM2.5_rolling_mean_7d,PM2.5_rolling_max_7d,PM2.5_rolling_std_7d,PM2.5_rolling_mean_30d,PM2.5_rolling_max_30d,PM2.5_rolling_std_30d,PM10_rolling_mean_7d,PM10_rolling_max_7d,PM10_rolling_std_7d,PM10_rolling_mean_30d,PM10_rolling_max_30d,PM10_rolling_std_30d,AQI_rolling_mean_7d,AQI_rolling_max_7d,AQI_rolling_std_7d,AQI_rolling_mean_30d,AQI_rolling_max_30d,AQI_rolling_std_30d,PM2.5_change_7d,PM2.5_change_30d,PM2.5_trend_7d,PM10_change_7d,PM10_change_30d,PM10_trend_7d,AQI_change_7d,AQI_change_30d,AQI_trend_7d,AQHI,Weather_Comfort_Index,Pollution_Severity,Seasonal_Pollution_Index,forest_cover_sq_km,total_green_cover_sq_km,green_cover_percentage,total_species,threatened_species,population,density_per_sq_km,total_vehicles,Heat_Stress_Index,Wind_Dispersion_Effect,Emission_Pressure,Green_Cooling_Effect,day_of_year,day_of_year_sin,day_of_year_cos,month_sin,month_cos,Ecosystem_Health_Score,EHS_Category
2019-01-11,142.01666666666668,329.8833333333333,34.666666666666664,11.166666666666666,1.4516666666666669,51.833333333333336,316.5,13.83,6.88,21.69,0.0,36.17,1.54,2019,1,Winter,0,189.025,159.0,,256.6666666666667,222.39166666666665,,50.66666666666666,40.5,,15.5,12.833333333333334,,2.0033333333333334,1.6016666666666666,,39.833333333333336,47.66666666666666,,352.5,329.5,,156.0904761904762,196.45,28.570475496669985,162.5219696969697,196.45,24.846219607575687,282.4583333333333,334.55833333333334,43.67598766082055,265.96287878787876,334.55833333333334,47.85198349593202,323.9761904761905,358.3333333333333,26.898029077498737,330.1212121212121,358.3333333333333,23.138362914947937,-16.98333333333332,,Improving,107.49166666666667,,Worsening,-13.0,,Improving,61.73891666666667,70.745,5.0,87.509918202464,179.19,250.28,16.87,350.0,12.0,19439527.0,13099.0,11200000.0,5.002311000000001,0.010767975760400885,146.7088,6.101879,11,0.1882267098432442,0.9821256058680006,0.49999999999999994,0.8660254037844387,47.428333333333335,Moderate
2019-01-12,174.975,267.51666666666665,45.66666666666666,15.0,1.7533333333333332,41.833333333333336,341.6666666666667,14.61,9.34,21.83,0.0,36.69,1.2,2019,1,Winter,1,142.01666666666668,123.525,,329.8833333333333,229.4,,34.666666666666664,33.0,,11.166666666666666,10.0,,1.4516666666666669,1.295,,51.833333333333336,62.5,,316.5,282.1666666666667,,163.4404761904762,196.45,25.21768533071887,163.55972222222223,196.45,23.961144850404946,287.9035714285714,334.55833333333334,37.9606456964726,266.0923611111111,334.55833333333334,45.62728082832723,332.4761904761905,358.3333333333333,20.000793635047195,331.0833333333333,358.3333333333333,22.31189608864981,51.44999999999999,,Worsening,38.116666666666646,,Worsening,59.5,,Worsening,62.89724999999999,72.565,5.0,107.81866873002795,179.19,250.28,16.87,350.0,12.0,19439527.0,13099.0,11200000.0,5.360409,0.006819150447506748,146.7088,5.970293000000001,12,0.2051044998686192,0.9787400799669153,0.49999999999999994,0.8660254037844387,45.84866666666667,Moderate
2019-01-13,181.3083333333333,290.075,47.16666666666666,15.0,1.9783333333333333,37.0,346.5,13.85,7.98,21.93,0.0,54.35,2.9,2019,1,Winter,1,174.975,132.56666666666666,,267.51666666666665,270.84166666666664,,45.66666666666666,30.166666666666668,,15.0,9.0,,1.7533333333333332,1.3416666666666668,,41.833333333333336,55.5,,341.6666666666667,306.1666666666667,,170.40357142857144,196.45,21.76490009907584,164.925,196.45,23.463238089971014,290.6511904761905,334.55833333333334,37.20847655458671,267.9371794871795,334.55833333333334,44.18828999180988,338.2380952380953,358.3333333333333,16.69465903250611,332.2692307692308,358.3333333333333,21.785734635725124,48.741666666666646,,Worsening,19.23333333333335,,Worsening,40.333333333333314,,Worsening,65.15870833333332,75.525,5.0,111.721235203087,179.19,250.28,16.87,350.0,12.0,19439527.0,13099.0,11200000.0,7.527475,0.01590711706358276,146.7088,6.098505,13,0.2219215130041655,0.9750645322571948,0.49999999999999994,0.8660254037844387,45.806333333333335,Moderate
2019-01-14,164.04999999999998,298.6083333333333,42.833333333333336,12.666666666666666,1.6683333333333332,43.16666666666666,333.1666666666667,11.550000000000002,4.43,20.81,0.0,39.92,4.98,2019,1,Winter,0,181.3083333333333,196.45,,290.075,315.51666666666665,,47.16666666666666,51.16666666666666,,15.0,15.0,,1.9783333333333333,2.178333333333333,,37.0,40.16666666666666,,346.5,358.3333333333333,,165.775,189.025,18.503382448542673,164.86249999999998,196.45,22.543962926315256,288.23571428571427,334.55833333333334,35.849237334430406,270.1279761904762,334.55833333333334,43.23885813293889,334.64285714285717,352.5,14.163865269236279,332.33333333333337,358.3333333333333,20.93243097842834,-32.400000000000006,,Improving,-16.90833333333336,,Improving,-25.16666666666663,,Improving,63.14987499999999,68.06,5.0,101.08674156400103,179.19,250.28,16.87,350.0,12.0,19439527.0,13099.0,11200000.0,4.610760000000001,0.030172674946985768,146.7088,6.486515,14,0.2386727660059501,0.9711000518829505,0.49999999999999994,0.8660254037844387,45.99316666666666,Moderate
2019-01-15,153.26666666666668,296.1666666666667,38.333333333333336,10.833333333333334,1.57,51.66666666666666,325.1666666666667,11.54,3.4500000000000006,22.21,0.0,30.45,3.93,2019,1,Winter,0,164.04999999999998,168.07500000000002,,298.6083333333333,240.34166666666667,,42.833333333333336,45.16666666666666,,12.666666666666666,13.666666666666666,,1.6683333333333332,1.9883333333333333,,43.16666666666666,50.66666666666666,,333.1666666666667,336.5,,163.6595238095238,189.025,19.035461199266567,164.08944444444444,196.45,21.929257307492218,296.2107142857143,334.55833333333334,28.967978695147877,271.8638888888889,334.55833333333334,42.20494012434411,333.0238095238095,352.5,14.558448155569717,331.85555555555555,358.3333333333333,20.255693562381946,-14.808333333333337,,Improving,55.82500000000002,,Worsening,-11.333333333333314,,Improving,61.67266666666668,63.305,5.0,94.44210864802945,179.19,250.28,16.87,350.0,12.0,19439527.0,13099.0,11200000.0,3.5139299999999998,0.025475367329299912,146.7088,6.488202,15,0.255353295116187,0.9668478136052775,0.49999999999999994,0.8660254037844387,46.077666666666666,Moderate
2019-01-16,198.6,299.15000000000003,52.833333333333336,16.0,2.2533333333333334,44.16666666666666,359.8333333333333,13.67,7.86,21.21,0.0,29.46,1.53,2019,1,Winter,0,153.26666666666668,140.975,,296.1666666666667,334.55833333333334,,38.333333333333336,33.833333333333336,,10.833333333333334,11.166666666666666,,1.57,1.528333333333333,,51.66666666666666,47.833333333333336,,325.1666666666667,315.6666666666667,,171.89166666666665,198.6,20.02483758661654,166.24635416666666,198.6,22.87507356166071,291.15238095238095,329.8833333333333,23.783240244642712,273.56927083333335,334.55833333333334,41.34053395150859,339.33333333333337,359.8333333333333,15.332427509475803,333.6041666666667,359.8333333333333,20.781301691665025,57.625,,Worsening,-35.4083333333333,,Improving,44.16666666666663,,Worsening,70.74350000000001,67.07000000000001,5.0,122.37626866571539,179.19,250.28,16.87,350.0,12.0,19439527.0,13099.0,11200000.0,4.027182000000001,0.007665330661322646,146.7088,6.128871,16,0.2719581575341055,0.9623090774541486,0.49999999999999994,0.8660254037844387,44.027499999999996,Moderate
2019-01-17,137.125,328.1333333333333,39.0,9.0,1.5583333333333331,52.66666666666666,307.1666666666667,12.75,5.510000000000001,22.12,0.0,31.99,2.43,2019,1,Winter,0,198.6,189.025,,299.15000000000003,256.6666666666667,,52.833333333333336,50.66666666666666,,16.0,15.5,,2.2533333333333334,2.0033333333333334,,44.16666666666666,39.833333333333336,,359.8333333333333,352.5,,164.47738095238097,198.6,22.122135572207583,164.53333333333333,198.6,23.247584066533783,301.3619047619048,329.8833333333333,21.765955119146053,276.7789215686275,334.55833333333334,42.15870427927493,332.85714285714283,359.8333333333333,18.157854277355316,332.0490196078431,359.8333333333333,21.118363907217027,-51.900000000000006,,Improving,71.46666666666664,,Worsening,-45.333333333333314,,Improving,61.762499999999996,66.495,5.0,84.49569909761442,179.19,250.28,16.87,350.0,12.0,19439527.0,13099.0,11200000.0,4.0787249999999995,0.017592760180995478,146.7088,6.2840750000000005,17,0.288482432880609,0.9574851883550393,0.49999999999999994,0.8660254037844387,47.65666666666666,Moderate
2019-01-18,181.54166666666663,207.2,46.833333333333336,13.0,1.9466666666666663,49.0,346.6666666666667,12.6,4.08,22.27,0.0,39.12,2.73,2019,1,Winter,0,137.125,142.01666666666668,,328.1333333333333,329.8833333333333,,39.0,34.666666666666664,,9.0,11.166666666666666,,1.5583333333333331,1.4516666666666669,,52.66666666666666,51.833333333333336,,307.1666666666667,316.5,,170.1238095238095,198.6,20.41186078843771,165.47824074074072,198.6,22.906991921954543,283.8357142857143,328.1333333333333,38.17800799298163,272.91342592592594,334.55833333333334,44.065439874472965,337.1666666666667,359.8333333333333,17.182301402358153,332.8611111111111,359.8333333333333,20.775507984791695,39.52499999999995,,Worsening,-122.68333333333334,,Improving,30.166666666666686,,Worsening,60.71791666666666,69.76,5.0,111.86501396788391,179.19,250.28,16.87,350.0,12.0,19439527.0,13099.0,11200000.0,4.92912,0.014955489614243327,146.7088,6.30938,18,0.30492122465628907,0.9523775757303974,0.49999999999999994,0.8660254037844387,45.21816666666666,Moderate
2019-01-19,121.5,299.59166666666664,30.33333333333333,10.666666666666666,1.3383333333333332,56.0,288.0,15.13,7.89,25.600000000000005,0.0,36.44,2.31,2019,1,Winter,1,181.54166666666663,174.975,,207.2,267.51666666666665,,46.833333333333336,45.66666666666666,,13.0,15.0,,1.9466666666666663,1.7533333333333332,,49.0,41.833333333333336,,346.6666666666667,341.6666666666667,,162.4845238095238,198.6,27.178712150870833,163.16359649122805,198.6,24.44120657383602,288.41785714285714,328.1333333333333,37.81606416583711,274.3175438596491,334.55833333333334,43.25906455131054,329.5,359.8333333333333,25.02350746649888,330.5,359.8333333333333,22.66196846734226,-53.474999999999994,,Improving,32.07499999999999,,Worsening,-53.666666666666686,,Improving,55.996875,73.48,5.0,74.86765681210684,179.19,250.28,16.87,350.0,12.0,19439527.0,13099.0,11200000.0,5.513372,0.018857142857142857,146.7088,5.882569,19,0.3212696616923644,0.9469877530760753,0.49999999999999994,0.8660254037844387,49.69683333333334,Moderate
2019-01-20,192.75833333333333,298.5083333333333,50.5,14.166666666666666,2.055,50.5,355.6666666666667,17.58,11.38,27.13,0.0,34.75,2.06,2019,1,Winter,1,121.5,181.3083333333333,,299.59166666666664,290.075,,30.33333333333333,47.16666666666666,,10.666666666666666,15.0,,1.3383333333333332,1.9783333333333333,,56.0,37.0,,288.0,346.5,,164.1202380952381,198.6,28.796797202128726,164.64333333333335,198.6,24.692596849689306,289.622619047619,328.1333333333333,38.011488795142995,275.52708333333334,334.55833333333334,42.451318599551705,330.80952380952385,359.8333333333333,26.27021771178035,331.7583333333333,359.8333333333333,22.764075717561074,11.450000000000017,,Worsening,8.433333333333337,,Worsening,9.166666666666686,,Worsening,70.27320833333334,77.535,5.0,118.77666458990697,179.19,250.28,16.87,350.0,12.0,19439527.0,13099.0,11200000.0,6.109049999999999,0.010631800782762033,146.7088,5.469254000000001,20,0.3375228995941133,0.9413173175128471,0.49999999999999994,0.8660254037844387,45.36566666666666,Moderate
2019-01-21,127.36666666666667,316.31666666666666,33.333333333333336,9.333333333333334,1.4166666666666667,50.0,295.8333333333333,16.23,11.72,22.66,10.29,46.87,5.18,2019,1,Winter,0,192.75833333333333,164.04999999999998,,298.5083333333333,298.6083333333333,,50.5,42.833333333333336,,14.166666666666666,12.666666666666666,,2.055,1.6683333333333332,,50.5,43.16666666666666,,355.6666666666667,333.1666666666667,,158.8797619047619,198.6,31.974247760365984,162.86825396825395,198.6,25.404864967583745,292.15238095238095,328.1333333333333,39.27737035609626,277.46944444444443,334.55833333333334,42.32300590345285,325.4761904761905,359.8333333333333,29.324087648247772,330.04761904761904,359.8333333333333,23.531901683149133,-36.68333333333331,,Improving,17.70833333333337,,Worsening,-37.33333333333337,,Improving,57.85241666666666,80.89500000000001,5.0,78.48266575557209,179.19,250.28,16.87,350.0,12.0,19439527.0,13099.0,11200000.0,7.6070009999999995,0.040353155024668914,146.7088,5.696999,21,0.3536761221763716,0.9353679493131483,0.49999999999999994,0.8660254037844387,49.88999999999999,Moderate
2019-01-22,192.1,314.575,48.16666666666666,15.666666666666666,1.9466666666666663,37.66666666666666,355.1666666666667,13.63,8.86,19.3,23.55,77.77,3.31,2019,1,Winter,0,127.36666666666667,153.26666666666668,,316.31666666666666,296.1666666666667,,33.333333333333336,38.333333333333336,,9.333333333333334,10.833333333333334,,1.4166666666666667,1.57,,50.0,51.66666666666666,,295.8333333333333,325.1666666666667,,164.42738095238093,198.6,34.133951720433856,164.19696969696972,198.6,25.563923217576953,294.78214285714284,328.1333333333333,40.19643589915295,279.15606060606063,334.55833333333334,42.053806802077005,329.76190476190476,359.8333333333333,31.390736004087366,331.18939393939394,359.8333333333333,23.580959017534216,38.833333333333314,,Worsening,18.408333333333303,,Worsening,30.0,,Worsening,69.010375,63.37500000000001,5.0,118.37100307494424,179.19,250.28,16.87,350.0,12.0,19439527.0,13099.0,11200000.0,10.600051,0.017141377524598655,146.7088,6.135619,22,0.3697245428906731,0.9291414114031743,0.49999999999999994,0.8660254037844387,43.98466666666666,Moderate
2019-01-23,182.85833333333332,237.475,50.16666666666666,14.833333333333334,1.8533333333333333,38.833333333333336,347.8333333333333,13.54,8.84,20.98,0.28,65.09,2.83,2019,1,Winter,0,192.1,198.6,,314.575,299.15000000000003,,48.16666666666666,52.833333333333336,,15.666666666666666,16.0,,1.9466666666666663,2.2533333333333334,,37.66666666666666,44.16666666666666,,355.1666666666667,359.8333333333333,,162.17857142857142,192.75833333333333,31.95646012804521,165.00833333333333,198.6,25.277462937877235,285.9714285714286,328.1333333333333,45.49020113684813,277.3438405797101,334.55833333333334,41.99607749971799,328.0476190476191,355.6666666666667,29.7601078822645,331.9130434782609,359.8333333333333,23.29872268387355,-15.741666666666674,,Improving,-61.67500000000004,,Improving,-12.0,,Improving,62.299208333333326,69.535,5.0,112.67633699780937,179.19,250.28,16.87,350.0,12.0,19439527.0,13099.0,11200000.0,8.813186,0.015392285727235645,146.7088,6.150802000000001,23,0.38566340624360707,0.9226395488404876,0.49999999999999994,0.8660254037844387,45.114,Moderate
2019-01-24,193.45,311.475,46.833333333333336,13.666666666666666,2.055,44.66666666666666,356.0,13.74,7.31,21.3,0.16,57.71,2.8800000000000003,2019,1,Winter,0,182.85833333333332,137.125,,237.475,328.1333333333333,,50.16666666666666,39.0,,14.833333333333334,9.0,,1.8533333333333333,1.5583333333333331,,38.833333333333336,52.66666666666666,,347.8333333333333,307.1666666666667,,170.225,193.45,31.686742174443072,166.19340277777778,198.6,25.394389973864815,283.59166666666664,316.31666666666666,43.299948945740134,278.7659722222222,334.55833333333334,41.659671145844065,335.0238095238095,356.0,29.773128042568022,332.9166666666667,359.8333333333333,23.311014170183842,56.32499999999999,,Worsening,-16.658333333333303,,Improving,48.833333333333314,,Worsening,69.793875,73.625,5.0,119.2028659284121,179.19,250.28,16.87,350.0,12.0,19439527.0,13099.0,11200000.0,7.929354000000001,0.014811005399845721,146.7088,6.117062,24,0.401487989205973,0.9158642882672872,0.49999999999999994,0.8660254037844387,44.95133333333333,Moderate
2019-01-25,177.95833333333334,303.77500000000003,47.333333333333336,15.5,1.765,46.333333333333336,344.0,11.89,6.82,19.8,2.7000000000000006,58.830000000000005,2.86,2019,1,Winter,0,193.45,181.54166666666663,,311.475,207.2,,46.833333333333336,46.833333333333336,,13.666666666666666,13.0,,2.055,1.9466666666666663,,44.66666666666666,49.0,,356.0,346.6666666666667,,169.71309523809524,193.45,31.50185431679896,166.66400000000002,198.6,24.97081881639268,297.3880952380952,316.31666666666666,27.351427724069136,279.7663333333333,334.55833333333334,41.08810757136787,334.64285714285717,356.0,29.615972381568312,333.36,359.8333333333333,22.927607489338804,-3.583333333333286,,Stable,96.57500000000005,,Worsening,-2.6666666666666856,,Stable,67.08145833333333,69.365,5.0,109.6569829370742,179.19,250.28,16.87,350.0,12.0,19439527.0,13099.0,11200000.0,6.994887000000001,0.0159813736903376,146.7088,6.429157,25,0.4171936026123168,0.9088176373395029,0.49999999999999994,0.8660254037844387,45.36533333333333,Moderate
