date,station,PM2.5,PM10,NO2,SO2,CO,O3,AQI,AQI_Category,year,month,day_of_year,day_of_week,quarter,season,is_weekend,temp_mean_C,temp_min_C,temp_max_C,precipitation_mm,humidity_percent,wind_speed_ms,temp_range,is_rainy,weather_category
2019-01-02,ITO,195.0,219.0,44,19,2.25,55,357,Very Poor,2019,1,2,2,1,Winter,0,13.33,7.51,22.36,0.0,41.2,2.05,14.85,0.0,Cold
2019-01-02,Lodhi Road,154.15,204.9,42,12,1.39,51,326,Very Poor,2019,1,2,2,1,Winter,0,13.33,7.51,22.36,0.0,41.2,2.05,14.85,0.0,Cold
2019-01-03,Anand Vihar,205.6,272.6,60,20,2.21,50,365,Very Poor,2019,1,3,3,1,Winter,0,11.71,4.79,21.25,0.0,49.26,3.27,16.46,0.0,Cold
2019-01-03,RK Puram,182.0,203.0,52,12,1.95,51,347,Very Poor,2019,1,3,3,1,Winter,0,11.71,4.79,21.25,0.0,49.26,3.27,16.46,0.0,Cold
2019-01-03,Punjabi Bagh,168.0,207.0,48,13,1.81,39,336,Very Poor,2019,1,3,3,1,Winter,0,11.71,4.79,21.25,0.0,49.26,3.27,16.46,0.0,Cold
2019-01-03,Dwarka,171.0,197.0,49,10,1.42,38,339,Very Poor,2019,1,3,3,1,Winter,0,11.71,4.79,21.25,0.0,49.26,3.27,16.46,0.0,Cold
2019-01-03,ITO,166.0,183.0,47,17,1.36,41,335,Very Poor,2019,1,3,3,1,Winter,0,11.71,4.79,21.25,0.0,49.26,3.27,16.46,0.0,Cold
2019-01-03,Lodhi Road,134.55,158.05,30,9,1.66,42,311,Very Poor,2019,1,3,3,1,Winter,0,11.71,4.79,21.25,0.0,49.26,3.27,16.46,0.0,Cold
2019-01-04,Anand Vihar,178.0,250.4,46,14,1.74,44,344,Very Poor,2019,1,4,4,1,Winter,0,11.29,5.34,18.31,0.0,52.46,2.18,12.969999999999999,0.0,Cold
2019-01-04,RK Puram,162.0,220.0,39,11,1.79,53,332,Very Poor,2019,1,4,4,1,Winter,0,11.29,5.34,18.31,0.0,52.46,2.18,12.969999999999999,0.0,Cold
2019-01-04,Punjabi Bagh,166.0,231.0,36,12,1.46,44,335,Very Poor,2019,1,4,4,1,Winter,0,11.29,5.34,18.31,0.0,52.46,2.18,12.969999999999999,0.0,Cold
2019-01-04,Dwarka,142.0,197.0,34,9,1.31,49,316,Very Poor,2019,1,4,4,1,Winter,0,11.29,5.34,18.31,0.0,52.46,2.18,12.969999999999999,0.0,Cold
2019-01-04,ITO,178.0,223.0,47,17,1.82,38,344,Very Poor,2019,1,4,4,1,Winter,0,11.29,5.34,18.31,0.0,52.46,2.18,12.969999999999999,0.0,Cold
2019-01-04,Lodhi Road,128.0,212.95,41,14,1.49,58,306,Very Poor,2019,1,4,4,1,Winter,0,11.29,5.34,18.31,0.0,52.46,2.18,12.969999999999999,0.0,Cold
2019-01-05,Anand Vihar,162.6,255.6,41,12,1.88,59,332,Very Poor,2019,1,5,5,1,Winter,1,12.55,4.88,22.68,0.01,50.57,3.29,17.8,0.0,Cold
2019-01-05,RK Puram,104.0,239.0,33,10,1.25,49,246,Poor,2019,1,5,5,1,Winter,1,12.55,4.88,22.68,0.01,50.57,3.29,17.8,0.0,Cold
2019-01-05,Punjabi Bagh,130.0,225.0,38,10,1.33,68,307,Very Poor,2019,1,5,5,1,Winter,1,12.55,4.88,22.68,0.01,50.57,3.29,17.8,0.0,Cold
2019-01-05,Dwarka,113.0,255.0,29,9,1.12,71,276,Poor,2019,1,5,5,1,Winter,1,12.55,4.88,22.68,0.01,50.57,3.29,17.8,0.0,Cold
2019-01-05,ITO,135.0,198.0,36,9,1.39,57,311,Very Poor,2019,1,5,5,1,Winter,1,12.55,4.88,22.68,0.01,50.57,3.29,17.8,0.0,Cold
2019-01-05,Lodhi Road,96.55,203.8,21,10,0.8,71,221,Poor,2019,1,5,5,1,Winter,1,12.55,4.88,22.68,0.01,50.57,3.29,17.8,0.0,Cold
2019-01-06,Anand Vihar,169.6,315.2,39,11,1.67,45,338,Very Poor,2019,1,6,6,1,Winter,1,11.96,8.27,18.51,2.08,64.55,2.59,10.240000000000002,1.0,Cold
2019-01-06,RK Puram,139.0,262.0,36,8,1.41,66,314,Very Poor,2019,1,6,6,1,Winter,1,11.96,8.27,18.51,2.08,64.55,2.59,10.240000000000002,1.0,Cold
2019-01-06,Punjabi Bagh,119.0,269.0,25,8,1.13,57,296,Poor,2019,1,6,6,1,Winter,1,11.96,8.27,18.51,2.08,64.55,2.59,10.240000000000002,1.0,Cold
2019-01-06,Dwarka,124.0,289.0,26,7,1.34,61,303,Very Poor,2019,1,6,6,1,Winter,1,11.96,8.27,18.51,2.08,64.55,2.59,10.240000000000002,1.0,Cold
2019-01-06,ITO,130.0,267.0,27,7,1.19,40,307,Very Poor,2019,1,6,6,1,Winter,1,11.96,8.27,18.51,2.08,64.55,2.59,10.240000000000002,1.0,Cold
2019-01-06,Lodhi Road,113.8,222.85,28,13,1.31,64,279,Poor,2019,1,6,6,1,Winter,1,11.96,8.27,18.51,2.08,64.55,2.59,10.240000000000002,1.0,Cold
2019-01-07,Anand Vihar,228.8,393.4,59,19,2.49,24,383,Very Poor,2019,1,7,0,1,Winter,0,11.88,5.55,21.08,0.12,70.17,3.08,15.529999999999998,0.0,Cold
2019-01-07,RK Puram,195.0,302.0,57,19,2.29,34,357,Very Poor,2019,1,7,0,1,Winter,0,11.88,5.55,21.08,0.12,70.17,3.08,15.529999999999998,0.0,Cold
2019-01-07,Punjabi Bagh,179.0,307.0,51,13,1.96,55,345,Very Poor,2019,1,7,0,1,Winter,0,11.88,5.55,21.08,0.12,70.17,3.08,15.529999999999998,0.0,Cold
2019-01-07,Dwarka,209.0,310.0,56,15,2.44,42,368,Very Poor,2019,1,7,0,1,Winter,0,11.88,5.55,21.08,0.12,70.17,3.08,15.529999999999998,0.0,Cold
2019-01-07,ITO,205.0,298.0,49,13,2.3,30,365,Very Poor,2019,1,7,0,1,Winter,0,11.88,5.55,21.08,0.12,70.17,3.08,15.529999999999998,0.0,Cold
2019-01-07,Lodhi Road,161.9,282.7,35,11,1.59,56,332,Very Poor,2019,1,7,0,1,Winter,0,11.88,5.55,21.08,0.12,70.17,3.08,15.529999999999998,0.0,Cold
2019-01-08,Anand Vihar,216.8,265.2,60,21,2.52,45,374,Very Poor,2019,1,8,1,1,Winter,0,12.31,6.29,21.61,0.0,58.6,3.24,15.32,0.0,Cold
2019-01-08,RK Puram,150.0,211.0,45,12,1.65,61,323,Very Poor,2019,1,8,1,1,Winter,0,12.31,6.29,21.61,0.0,58.6,3.24,15.32,0.0,Cold
2019-01-08,Punjabi Bagh,157.0,251.0,36,11,1.85,35,328,Very Poor,2019,1,8,1,1,Winter,0,12.31,6.29,21.61,0.0,58.6,3.24,15.32,0.0,Cold
2019-01-08,Dwarka,168.0,234.0,42,17,2.09,50,336,Very Poor,2019,1,8,1,1,Winter,0,12.31,6.29,21.61,0.0,58.6,3.24,15.32,0.0,Cold
2019-01-08,ITO,159.0,259.0,41,12,2.01,52,330,Very Poor,2019,1,8,1,1,Winter,0,12.31,6.29,21.61,0.0,58.6,3.24,15.32,0.0,Cold
2019-01-08,Lodhi Road,157.65,221.85,47,9,1.81,61,328,Very Poor,2019,1,8,1,1,Winter,0,12.31,6.29,21.61,0.0,58.6,3.24,15.32,0.0,Cold
2019-01-09,Anand Vihar,161.4,363.4,40,11,1.84,40,331,Very Poor,2019,1,9,2,1,Winter,0,12.51,5.78,22.49,0.0,46.35,4.24,16.709999999999997,0.0,Cold
2019-01-09,RK Puram,152.0,329.0,36,9,1.62,49,324,Very Poor,2019,1,9,2,1,Winter,0,12.51,5.78,22.49,0.0,46.35,4.24,16.709999999999997,0.0,Cold
2019-01-09,Punjabi Bagh,136.0,352.0,36,13,1.64,37,312,Very Poor,2019,1,9,2,1,Winter,0,12.51,5.78,22.49,0.0,46.35,4.24,16.709999999999997,0.0,Cold
2019-01-09,Dwarka,128.0,355.0,29,12,1.19,52,306,Very Poor,2019,1,9,2,1,Winter,0,12.51,5.78,22.49,0.0,46.35,4.24,16.709999999999997,0.0,Cold
2019-01-09,ITO,146.0,334.0,36,12,1.55,42,320,Very Poor,2019,1,9,2,1,Winter,0,12.51,5.78,22.49,0.0,46.35,4.24,16.709999999999997,0.0,Cold
2019-01-09,Lodhi Road,122.45,273.95,26,10,1.33,67,301,Very Poor,2019,1,9,2,1,Winter,0,12.51,5.78,22.49,0.0,46.35,4.24,16.709999999999997,0.0,Cold
2019-01-10,Anand Vihar,217.6,285.0,51,21,2.39,37,375,Very Poor,2019,1,10,3,1,Winter,0,13.12,4.86,21.91,0.0,41.62,2.75,17.05,0.0,Cold
2019-01-10,RK Puram,190.0,259.0,54,17,2.33,29,353,Very Poor,2019,1,10,3,1,Winter,0,13.12,4.86,21.91,0.0,41.62,2.75,17.05,0.0,Cold
2019-01-10,Punjabi Bagh,199.0,253.0,56,12,2.13,27,360,Very Poor,2019,1,10,3,1,Winter,0,13.12,4.86,21.91,0.0,41.62,2.75,17.05,0.0,Cold
2019-01-10,Dwarka,195.0,281.0,57,16,1.96,48,357,Very Poor,2019,1,10,3,1,Winter,0,13.12,4.86,21.91,0.0,41.62,2.75,17.05,0.0,Cold
2019-01-10,ITO,195.0,232.0,44,12,1.97,47,357,Very Poor,2019,1,10,3,1,Winter,0,13.12,4.86,21.91,0.0,41.62,2.75,17.05,0.0,Cold
2019-01-10,Lodhi Road,137.55,230.0,42,15,1.24,51,313,Very Poor,2019,1,10,3,1,Winter,0,13.12,4.86,21.91,0.0,41.62,2.75,17.05,0.0,Cold
2019-01-11,Anand Vihar,176.4,402.2,40,12,2.06,29,343,Very Poor,2019,1,11,4,1,Winter,0,13.83,6.88,21.69,0.0,36.17,1.54,14.810000000000002,0.0,Cold
2019-01-11,RK Puram,130.0,338.0,32,14,1.44,48,307,Very Poor,2019,1,11,4,1,Winter,0,13.83,6.88,21.69,0.0,36.17,1.54,14.810000000000002,0.0,Cold
2019-01-11,Punjabi Bagh,147.0,330.0,32,8,1.66,62,320,Very Poor,2019,1,11,4,1,Winter,0,13.83,6.88,21.69,0.0,36.17,1.54,14.810000000000002,0.0,Cold
2019-01-11,Dwarka,128.0,352.0,30,11,1.14,46,306,Very Poor,2019,1,11,4,1,Winter,0,13.83,6.88,21.69,0.0,36.17,1.54,14.810000000000002,0.0,Cold
2019-01-11,ITO,137.0,309.0,40,9,1.34,64,313,Very Poor,2019,1,11,4,1,Winter,0,13.83,6.88,21.69,0.0,36.17,1.54,14.810000000000002,0.0,Cold
2019-01-11,Lodhi Road,133.7,248.1,34,13,1.07,62,310,Very Poor,2019,1,11,4,1,Winter,0,13.83,6.88,21.69,0.0,36.17,1.54,14.810000000000002,0.0,Cold
2019-01-12,Anand Vihar,213.4,341.4,57,19,2.03,31,371,Very Poor,2019,1,12,5,1,Winter,1,14.61,9.34,21.83,0.0,36.69,1.2,12.489999999999998,0.0,Cold
2019-01-12,RK Puram,162.0,246.0,40,11,1.42,32,332,Very Poor,2019,1,12,5,1,Winter,1,14.61,9.34,21.83,0.0,36.69,1.2,12.489999999999998,0.0,Cold
2019-01-12,Punjabi Bagh,164.0,284.0,47,13,2.11,38,333,Very Poor,2019,1,12,5,1,Winter,1,14.61,9.34,21.83,0.0,36.69,1.2,12.489999999999998,0.0,Cold
2019-01-12,Dwarka,160.0,237.0,47,16,1.73,47,330,Very Poor,2019,1,12,5,1,Winter,1,14.61,9.34,21.83,0.0,36.69,1.2,12.489999999999998,0.0,Cold
2019-01-12,ITO,191.0,286.0,49,15,1.72,43,354,Very Poor,2019,1,12,5,1,Winter,1,14.61,9.34,21.83,0.0,36.69,1.2,12.489999999999998,0.0,Cold
2019-01-12,Lodhi Road,159.45,210.7,34,16,1.51,60,330,Very Poor,2019,1,12,5,1,Winter,1,14.61,9.34,21.83,0.0,36.69,1.2,12.489999999999998,0.0,Cold
2019-01-13,Anand Vihar,228.4,341.8,56,20,2.65,27,383,Very Poor,2019,1,13,6,1,Winter,1,13.85,7.98,21.93,0.0,54.35,2.9,13.95,0.0,Cold
2019-01-13,RK Puram,168.0,311.0,37,11,2.11,45,336,Very Poor,2019,1,13,6,1,Winter,1,13.85,7.98,21.93,0.0,54.35,2.9,13.95,0.0,Cold
2019-01-13,Punjabi Bagh,190.0,290.0,55,17,2.17,34,353,Very Poor,2019,1,13,6,1,Winter,1,13.85,7.98,21.93,0.0,54.35,2.9,13.95,0.0,Cold
2019-01-13,Dwarka,157.0,274.0,46,15,1.8,37,328,Very Poor,2019,1,13,6,1,Winter,1,13.85,7.98,21.93,0.0,54.35,2.9,13.95,0.0,Cold
2019-01-13,ITO,178.0,287.0,45,13,1.68,44,344,Very Poor,2019,1,13,6,1,Winter,1,13.85,7.98,21.93,0.0,54.35,2.9,13.95,0.0,Cold
2019-01-13,Lodhi Road,166.45,236.65,44,14,1.46,35,335,Very Poor,2019,1,13,6,1,Winter,1,13.85,7.98,21.93,0.0,54.35,2.9,13.95,0.0,Cold
2019-01-14,Anand Vihar,183.2,332.6,49,12,1.93,34,348,Very Poor,2019,1,14,0,1,Winter,0,11.55,4.43,20.81,0.0,39.92,4.98,16.38,0.0,Cold
2019-01-14,RK Puram,181.0,295.0,53,16,2.03,53,346,Very Poor,2019,1,14,0,1,Winter,0,11.55,4.43,20.81,0.0,39.92,4.98,16.38,0.0,Cold
2019-01-14,Punjabi Bagh,155.0,316.0,37,12,1.29,43,326,Very Poor,2019,1,14,0,1,Winter,0,11.55,4.43,20.81,0.0,39.92,4.98,16.38,0.0,Cold
2019-01-14,Dwarka,164.0,320.0,36,17,1.87,35,333,Very Poor,2019,1,14,0,1,Winter,0,11.55,4.43,20.81,0.0,39.92,4.98,16.38,0.0,Cold
2019-01-14,ITO,161.0,286.0,41,10,1.33,58,331,Very Poor,2019,1,14,0,1,Winter,0,11.55,4.43,20.81,0.0,39.92,4.98,16.38,0.0,Cold
2019-01-14,Lodhi Road,140.1,242.05,41,9,1.56,36,315,Very Poor,2019,1,14,0,1,Winter,0,11.55,4.43,20.81,0.0,39.92,4.98,16.38,0.0,Cold
2019-01-15,Anand Vihar,173.4,332.0,38,10,1.96,40,341,Very Poor,2019,1,15,1,1,Winter,0,11.54,3.45,22.21,0.0,30.45,3.93,18.76,0.0,Cold
2019-01-15,RK Puram,160.0,282.0,46,15,1.6,61,330,Very Poor,2019,1,15,1,1,Winter,0,11.54,3.45,22.21,0.0,30.45,3.93,18.76,0.0,Cold
2019-01-15,Punjabi Bagh,166.0,292.0,36,11,1.62,56,335,Very Poor,2019,1,15,1,1,Winter,0,11.54,3.45,22.21,0.0,30.45,3.93,18.76,0.0,Cold
2019-01-15,Dwarka,141.0,295.0,43,9,1.32,42,316,Very Poor,2019,1,15,1,1,Winter,0,11.54,3.45,22.21,0.0,30.45,3.93,18.76,0.0,Cold
2019-01-15,ITO,135.0,327.0,32,8,1.55,66,311,Very Poor,2019,1,15,1,1,Winter,0,11.54,3.45,22.21,0.0,30.45,3.93,18.76,0.0,Cold
2019-01-15,Lodhi Road,144.2,249.0,35,12,1.37,45,318,Very Poor,2019,1,15,1,1,Winter,0,11.54,3.45,22.21,0.0,30.45,3.93,18.76,0.0,Cold
2019-01-16,Anand Vihar,245.4,344.6,56,22,2.62,37,396,Very Poor,2019,1,16,2,1,Winter,0,13.67,7.86,21.21,0.0,29.46,1.53,13.350000000000001,0.0,Cold
2019-01-16,RK Puram,203.0,304.0,56,13,2.27,46,363,Very Poor,2019,1,16,2,1,Winter,0,13.67,7.86,21.21,0.0,29.46,1.53,13.350000000000001,0.0,Cold
2019-01-16,Punjabi Bagh,196.0,302.0,52,17,2.38,54,358,Very Poor,2019,1,16,2,1,Winter,0,13.67,7.86,21.21,0.0,29.46,1.53,13.350000000000001,0.0,Cold
2019-01-16,Dwarka,191.0,315.0,50,17,1.85,44,354,Very Poor,2019,1,16,2,1,Winter,0,13.67,7.86,21.21,0.0,29.46,1.53,13.350000000000001,0.0,Cold
2019-01-16,ITO,207.0,279.0,58,13,2.45,31,366,Very Poor,2019,1,16,2,1,Winter,0,13.67,7.86,21.21,0.0,29.46,1.53,13.350000000000001,0.0,Cold
2019-01-16,Lodhi Road,149.2,250.3,45,14,1.95,53,322,Very Poor,2019,1,16,2,1,Winter,0,13.67,7.86,21.21,0.0,29.46,1.53,13.350000000000001,0.0,Cold
2019-01-17,Anand Vihar,146.0,383.2,42,8,1.6,55,320,Very Poor,2019,1,17,3,1,Winter,0,12.75,5.51,22.12,0.0,31.99,2.43,16.61,0.0,Cold
2019-01-17,RK Puram,150.0,338.0,38,16,1.83,47,323,Very Poor,2019,1,17,3,1,Winter,0,12.75,5.51,22.12,0.0,31.99,2.43,16.61,0.0,Cold
2019-01-17,Punjabi Bagh,153.0,299.0,47,10,1.58,56,325,Very Poor,2019,1,17,3,1,Winter,0,12.75,5.51,22.12,0.0,31.99,2.43,16.61,0.0,Cold
2019-01-17,Dwarka,143.0,328.0,40,9,1.9,44,317,Very Poor,2019,1,17,3,1,Winter,0,12.75,5.51,22.12,0.0,31.99,2.43,16.61,0.0,Cold
2019-01-17,ITO,124.0,343.0,37,6,1.02,46,303,Very Poor,2019,1,17,3,1,Winter,0,12.75,5.51,22.12,0.0,31.99,2.43,16.61,0.0,Cold
2019-01-17,Lodhi Road,106.75,277.6,30,5,1.42,68,255,Poor,2019,1,17,3,1,Winter,0,12.75,5.51,22.12,0.0,31.99,2.43,16.61,0.0,Cold
2019-01-18,Anand Vihar,230.0,250.8,57,17,2.47,31,384,Very Poor,2019,1,18,4,1,Winter,0,12.6,4.08,22.27,0.0,39.12,2.73,18.189999999999998,0.0,Cold
2019-01-18,RK Puram,165.0,195.0,39,10,2.11,56,334,Very Poor,2019,1,18,4,1,Winter,0,12.6,4.08,22.27,0.0,39.12,2.73,18.189999999999998,0.0,Cold
2019-01-18,Punjabi Bagh,168.0,209.0,42,13,1.45,59,336,Very Poor,2019,1,18,4,1,Winter,0,12.6,4.08,22.27,0.0,39.12,2.73,18.189999999999998,0.0,Cold
2019-01-18,Dwarka,203.0,200.0,54,14,1.99,53,363,Very Poor,2019,1,18,4,1,Winter,0,12.6,4.08,22.27,0.0,39.12,2.73,18.189999999999998,0.0,Cold
2019-01-18,ITO,167.0,218.0,48,11,1.74,56,336,Very Poor,2019,1,18,4,1,Winter,0,12.6,4.08,22.27,0.0,39.12,2.73,18.189999999999998,0.0,Cold
2019-01-18,Lodhi Road,156.25,170.4,41,13,1.92,39,327,Very Poor,2019,1,18,4,1,Winter,0,12.6,4.08,22.27,0.0,39.12,2.73,18.189999999999998,0.0,Cold
2019-01-19,Anand Vihar,148.0,374.2,32,13,1.53,60,321,Very Poor,2019,1,19,5,1,Winter,1,15.13,7.89,25.6,0.0,36.44,2.31,17.71,0.0,Pleasant
2019-01-19,RK Puram,131.0,305.0,39,13,1.72,59,308,Very Poor,2019,1,19,5,1,Winter,1,15.13,7.89,25.6,0.0,36.44,2.31,17.71,0.0,Pleasant
2019-01-19,Punjabi Bagh,120.0,271.0,36,10,1.1,59,300,Poor,2019,1,19,5,1,Winter,1,15.13,7.89,25.6,0.0,36.44,2.31,17.71,0.0,Pleasant
2019-01-19,Dwarka,119.0,317.0,25,12,1.39,54,296,Poor,2019,1,19,5,1,Winter,1,15.13,7.89,25.6,0.0,36.44,2.31,17.71,0.0,Pleasant
2019-01-19,ITO,114.0,291.0,23,10,1.4,44,280,Poor,2019,1,19,5,1,Winter,1,15.13,7.89,25.6,0.0,36.44,2.31,17.71,0.0,Pleasant
2019-01-19,Lodhi Road,97.0,239.35,27,6,0.89,60,223,Poor,2019,1,19,5,1,Winter,1,15.13,7.89,25.6,0.0,36.44,2.31,17.71,0.0,Pleasant
2019-01-20,Anand Vihar,220.2,354.2,61,18,2.12,47,377,Very Poor,2019,1,20,6,1,Winter,1,17.58,11.38,27.13,0.0,34.75,2.06,15.749999999999998,0.0,Pleasant
2019-01-20,RK Puram,206.0,296.0,53,14,1.94,50,366,Very Poor,2019,1,20,6,1,Winter,1,17.58,11.38,27.13,0.0,34.75,2.06,15.749999999999998,0.0,Pleasant
2019-01-20,Punjabi Bagh,198.0,307.0,52,15,2.47,46,360,Very Poor,2019,1,20,6,1,Winter,1,17.58,11.38,27.13,0.0,34.75,2.06,15.749999999999998,0.0,Pleasant
2019-01-20,Dwarka,187.0,279.0,41,15,2.22,54,351,Very Poor,2019,1,20,6,1,Winter,1,17.58,11.38,27.13,0.0,34.75,2.06,15.749999999999998,0.0,Pleasant
2019-01-20,ITO,199.0,283.0,57,14,2.35,42,360,Very Poor,2019,1,20,6,1,Winter,1,17.58,11.38,27.13,0.0,34.75,2.06,15.749999999999998,0.0,Pleasant
2019-01-20,Lodhi Road,146.35,271.85,39,9,1.23,64,320,Very Poor,2019,1,20,6,1,Winter,1,17.58,11.38,27.13,0.0,34.75,2.06,15.749999999999998,0.0,Pleasant
2019-01-21,Anand Vihar,160.8,404.6,35,10,2.1,48,331,Very Poor,2019,1,21,0,1,Winter,0,16.23,11.72,22.66,10.29,46.87,5.18,10.94,1.0,Pleasant
2019-01-21,RK Puram,114.0,308.0,32,12,1.15,68,280,Poor,2019,1,21,0,1,Winter,0,16.23,11.72,22.66,10.29,46.87,5.18,10.94,1.0,Pleasant
2019-01-21,Punjabi Bagh,130.0,336.0,39,7,1.37,41,307,Very Poor,2019,1,21,0,1,Winter,0,16.23,11.72,22.66,10.29,46.87,5.18,10.94,1.0,Pleasant
2019-01-21,Dwarka,104.0,308.0,27,10,1.29,48,246,Poor,2019,1,21,0,1,Winter,0,16.23,11.72,22.66,10.29,46.87,5.18,10.94,1.0,Pleasant
2019-01-21,ITO,134.0,292.0,33,9,1.48,42,310,Very Poor,2019,1,21,0,1,Winter,0,16.23,11.72,22.66,10.29,46.87,5.18,10.94,1.0,Pleasant
2019-01-21,Lodhi Road,121.4,249.3,34,8,1.11,53,301,Very Poor,2019,1,21,0,1,Winter,0,16.23,11.72,22.66,10.29,46.87,5.18,10.94,1.0,Pleasant
2019-01-22,Anand Vihar,210.4,390.8,59,17,1.97,22,369,Very Poor,2019,1,22,1,1,Winter,0,13.63,8.86,19.3,23.55,77.77,3.31,10.440000000000001,1.0,Cold
2019-01-22,RK Puram,211.0,310.0,48,16,2.02,28,370,Very Poor,2019,1,22,1,1,Winter,0,13.63,8.86,19.3,23.55,77.77,3.31,10.440000000000001,1.0,Cold
2019-01-22,Punjabi Bagh,197.0,336.0,45,17,2.29,51,359,Very Poor,2019,1,22,1,1,Winter,0,13.63,8.86,19.3,23.55,77.77,3.31,10.440000000000001,1.0,Cold
2019-01-22,Dwarka,183.0,279.0,45,14,1.98,57,348,Very Poor,2019,1,22,1,1,Winter,0,13.63,8.86,19.3,23.55,77.77,3.31,10.440000000000001,1.0,Cold
2019-01-22,ITO,188.0,326.0,56,18,1.92,31,352,Very Poor,2019,1,22,1,1,Winter,0,13.63,8.86,19.3,23.55,77.77,3.31,10.440000000000001,1.0,Cold
2019-01-22,Lodhi Road,163.2,245.65,36,12,1.5,37,333,Very Poor,2019,1,22,1,1,Winter,0,13.63,8.86,19.3,23.55,77.77,3.31,10.440000000000001,1.0,Cold
2019-01-23,Anand Vihar,232.6,271.4,66,21,2.38,19,386,Very Poor,2019,1,23,2,1,Winter,0,13.54,8.84,20.98,0.28,65.09,2.83,12.14,0.0,Cold
2019-01-23,RK Puram,200.0,239.0,52,19,2.02,47,361,Very Poor,2019,1,23,2,1,Winter,0,13.54,8.84,20.98,0.28,65.09,2.83,12.14,0.0,Cold
2019-01-23,Punjabi Bagh,179.0,211.0,51,14,1.86,45,345,Very Poor,2019,1,23,2,1,Winter,0,13.54,8.84,20.98,0.28,65.09,2.83,12.14,0.0,Cold
2019-01-23,Dwarka,172.0,223.0,49,13,1.79,31,340,Very Poor,2019,1,23,2,1,Winter,0,13.54,8.84,20.98,0.28,65.09,2.83,12.14,0.0,Cold
2019-01-23,ITO,168.0,259.0,38,14,1.55,41,336,Very Poor,2019,1,23,2,1,Winter,0,13.54,8.84,20.98,0.28,65.09,2.83,12.14,0.0,Cold
2019-01-23,Lodhi Road,145.55,221.45,45,8,1.52,50,319,Very Poor,2019,1,23,2,1,Winter,0,13.54,8.84,20.98,0.28,65.09,2.83,12.14,0.0,Cold
2019-01-24,Anand Vihar,227.8,357.4,54,22,2.54,43,382,Very Poor,2019,1,24,3,1,Winter,0,13.74,7.31,21.3,0.16,57.71,2.88,13.990000000000002,0.0,Cold
2019-01-24,RK Puram,176.0,318.0,41,13,1.99,46,343,Very Poor,2019,1,24,3,1,Winter,0,13.74,7.31,21.3,0.16,57.71,2.88,13.990000000000002,0.0,Cold
2019-01-24,Punjabi Bagh,192.0,307.0,47,13,1.84,54,355,Very Poor,2019,1,24,3,1,Winter,0,13.74,7.31,21.3,0.16,57.71,2.88,13.990000000000002,0.0,Cold
2019-01-24,Dwarka,195.0,307.0,48,12,2.08,37,357,Very Poor,2019,1,24,3,1,Winter,0,13.74,7.31,21.3,0.16,57.71,2.88,13.990000000000002,0.0,Cold
2019-01-24,ITO,199.0,332.0,45,12,2.09,37,360,Very Poor,2019,1,24,3,1,Winter,0,13.74,7.31,21.3,0.16,57.71,2.88,13.990000000000002,0.0,Cold
2019-01-24,Lodhi Road,170.9,247.45,46,10,1.79,51,339,Very Poor,2019,1,24,3,1,Winter,0,13.74,7.31,21.3,0.16,57.71,2.88,13.990000000000002,0.0,Cold
