date,PM2.5,PM10,NO2,SO2,CO,O3,AQI,temp_mean_C,temp_min_C,temp_max_C,precipitation_mm,humidity_percent,wind_speed_ms,year,month,season,is_weekend
2019-01-24,193.45000000000002,311.47499999999997,46.833333333333336,13.666666666666666,2.055,44.666666666666664,356.0,13.74,7.31,21.3,0.16,57.71,2.8800000000000003,2019,1,Winter,0
2019-01-25,177.95833333333334,303.77500000000003,47.333333333333336,15.5,1.765,46.333333333333336,344.0,11.89,6.82,19.8,2.7000000000000006,58.830000000000005,2.86,2019,1,Winter,0
2019-01-26,144.39166666666668,239.3166666666667,34.333333333333336,9.833333333333334,1.5033333333333332,51.5,314.0,9.91,2.9,18.95,0.0,54.79,3.03,2019,1,Winter,1
2019-01-27,187.24166666666667,271.90833333333336,50.5,15.0,1.9933333333333334,43.5,351.3333333333333,9.25,2.58,17.71,0.0,52.28,3.89,2019,1,Winter,1
2019-01-28,139.04166666666666,304.80833333333334,37.166666666666664,10.333333333333334,1.4933333333333334,51.5,313.6666666666667,9.28,1.51,19.48,0.0,46.52,4.16,2019,1,Winter,0
2019-01-29,159.78333333333333,298.77500000000003,40.666666666666664,12.666666666666666,1.8683333333333334,52.166666666666664,330.1666666666667,10.35,2.09,20.95,0.0,40.88,3.76,2019,1,Winter,0
2019-01-30,137.30833333333334,243.15833333333333,36.0,12.5,1.5083333333333335,54.0,308.5,11.5,4.11,18.56,0.0,38.59,2.29,2019,1,Winter,0
2019-01-31,152.21666666666667,234.975,40.833333333333336,12.666666666666666,1.7016666666666669,45.166666666666664,324.3333333333333,12.88,5.53,21.98,0.01,42.28,3.73,2019,1,Winter,0
2019-02-01,137.25,282.60833333333335,36.166666666666664,11.833333333333334,1.575,53.0,305.8333333333333,12.87,6.28,22.31,0.03,51.56,2.47,2019,2,Winter,0
2019-02-02,161.20833333333334,309.6666666666667,41.5,12.666666666666666,1.675,50.5,331.3333333333333,11.49,4.79,19.58,0.0,61.71,2.9599999999999995,2019,2,Winter,1
2019-02-03,167.60833333333332,228.86666666666667,45.166666666666664,12.833333333333334,1.7283333333333335,50.5,336.1666666666667,12.82,4.7,21.820000000000004,0.0,54.830000000000005,2.58,2019,2,Winter,1
2019-02-04,143.90833333333333,210.98333333333335,38.333333333333336,11.833333333333334,1.6116666666666666,42.666666666666664,312.8333333333333,13.949999999999998,5.830000000000001,23.74,0.0,47.03,2.27,2019,2,Winter,0
2019-02-05,176.60833333333335,265.71666666666664,46.333333333333336,15.833333333333334,1.8883333333333334,45.666666666666664,343.1666666666667,16.69,9.87,25.84,0.05000000000000001,49.75,2.75,2019,2,Winter,0
2019-02-06,117.175,325.15000000000003,28.666666666666668,8.166666666666666,1.145,62.166666666666664,281.1666666666667,17.83,12.32,26.040000000000003,2.51,63.57,3.7999999999999994,2019,2,Winter,0
2019-02-07,153.46666666666667,272.6166666666667,40.333333333333336,11.333333333333334,1.51,50.333333333333336,322.5,16.25,10.07,22.709999999999997,9.93,71.38,4.02,2019,2,Winter,0
2019-02-08,159.29166666666666,332.6166666666667,40.0,11.833333333333334,1.6316666666666666,45.5,326.5,12.160000000000002,5.62,20.74,0.03,50.51,2.9,2019,2,Winter,0
2019-02-09,182.0,303.35833333333335,45.0,16.5,1.9383333333333332,41.833333333333336,347.3333333333333,11.44,3.99,20.69,0.0,48.47,3.6300000000000003,2019,2,Winter,1
2019-02-10,150.875,245.38333333333333,40.5,11.333333333333334,1.5116666666666667,51.666666666666664,323.5,12.910000000000002,4.86,21.07,0.0,43.28,2.04,2019,2,Winter,1
2019-02-11,157.15,224.61666666666667,40.666666666666664,12.666666666666666,1.6516666666666666,50.833333333333336,328.3333333333333,14.11,8.34,20.93,0.0,44.09,1.45,2019,2,Winter,0
2019-02-12,148.70000000000002,304.01666666666665,39.166666666666664,12.333333333333334,1.5633333333333332,52.166666666666664,321.5,15.01,8.58,23.72,0.0,43.70000000000001,1.8,2019,2,Winter,0
2019-02-13,169.92499999999998,215.85833333333335,42.666666666666664,13.5,1.7116666666666667,44.0,337.8333333333333,15.97,11.12,23.02,0.0,44.84,1.9799999999999998,2019,2,Winter,0
2019-02-14,189.76666666666665,268.39166666666665,48.666666666666664,14.166666666666666,2.0383333333333336,43.166666666666664,353.3333333333333,17.07,12.58,24.84,3.26,56.46,4.52,2019,2,Winter,0
2019-02-15,170.86666666666667,265.175,47.333333333333336,12.666666666666666,2.018333333333333,44.666666666666664,338.6666666666667,15.44,10.25,24.28,2.53,69.25,2.61,2019,2,Winter,0
2019-02-16,156.57500000000002,243.65,40.833333333333336,12.0,1.6833333333333333,53.166666666666664,327.6666666666667,14.410000000000002,8.92,22.540000000000003,0.04,69.36,2.58,2019,2,Winter,1
2019-02-17,188.89166666666665,215.96666666666667,46.333333333333336,13.666666666666666,2.111666666666667,44.0,352.3333333333333,14.65,7.19,23.59,0.0,49.79999999999999,3.39,2019,2,Winter,1
2019-02-18,130.93333333333334,245.15,34.333333333333336,11.166666666666666,1.28,56.833333333333336,304.3333333333333,17.59,9.69,26.91,0.0,42.29,2.7999999999999994,2019,2,Winter,0
2019-02-19,190.82500000000002,228.38333333333333,53.666666666666664,15.166666666666666,2.021666666666667,41.666666666666664,353.8333333333333,17.8,10.06,25.33,1.06,53.65,2.48,2019,2,Winter,0
2019-02-20,122.175,286.39166666666665,33.333333333333336,9.5,1.195,50.333333333333336,289.1666666666667,17.9,13.660000000000002,25.23,1.9400000000000002,62.09,3.76,2019,2,Winter,0
2019-02-21,153.93333333333334,268.96666666666664,41.0,12.666666666666666,1.883333333333333,46.833333333333336,325.3333333333333,20.28,13.050000000000002,28.52,0.04,54.74,3.0499999999999994,2019,2,Winter,0
2019-02-22,123.18333333333334,334.3833333333333,32.0,9.0,1.2233333333333334,59.0,288.0,17.94,12.24,25.69,0.0,56.65,4.19,2019,2,Winter,0
2019-02-23,135.38333333333333,272.2916666666667,35.166666666666664,9.833333333333334,1.575,53.5,301.6666666666667,14.28,7.56,22.92,0.0,46.99,4.35,2019,2,Winter,1
2019-02-24,148.70833333333334,211.89166666666665,39.166666666666664,12.333333333333334,1.7133333333333336,43.666666666666664,321.6666666666667,16.04,8.48,26.070000000000004,0.0,39.5,3.0400000000000005,2019,2,Winter,1
2019-02-25,182.38333333333333,319.14166666666665,48.166666666666664,14.333333333333334,1.885,42.666666666666664,347.6666666666667,16.57,8.31,25.69,0.0,40.74,2.12,2019,2,Winter,0
2019-02-26,140.32500000000002,230.20833333333334,33.333333333333336,11.333333333333334,1.4816666666666667,57.666666666666664,312.3333333333333,15.76,10.55,23.45,1.29,43.09,1.87,2019,2,Winter,0
2019-02-27,123.66666666666667,212.0583333333333,30.833333333333332,9.666666666666666,1.6383333333333334,53.166666666666664,280.5,13.839999999999998,7.62,21.52,0.3,56.99,2.97,2019,2,Winter,0
2019-02-28,179.1916666666667,257.84999999999997,47.833333333333336,14.166666666666666,1.9800000000000002,43.5,345.1666666666667,14.28,8.17,22.87,0.0,47.39000000000001,2.85,2019,2,Winter,0
2019-03-01,93.77499999999999,197.99166666666667,24.333333333333332,6.666666666666667,1.01,61.666666666666664,212.0,15.81,7.54,25.12,0.0,38.52,2.53,2019,3,Summer,0
2019-03-02,117.83333333333333,176.85,28.833333333333332,10.0,1.2183333333333335,63.166666666666664,279.3333333333333,16.17,10.58,25.62,6.91,54.04,3.41,2019,3,Summer,1
2019-03-03,77.34166666666667,235.45000000000002,19.166666666666668,6.833333333333333,0.9483333333333333,66.0,157.5,16.42,9.45,24.959999999999997,0.28,67.98,3.43,2019,3,Summer,1
2019-03-04,103.26666666666667,154.31666666666666,23.166666666666668,8.166666666666666,1.1466666666666667,59.166666666666664,241.66666666666666,16.98,10.699999999999998,23.899999999999995,0.92,64.74,2.47,2019,3,Summer,0
2019-03-05,115.16666666666667,167.31666666666666,30.833333333333332,8.666666666666666,1.3666666666666665,53.5,271.5,16.73,9.43,25.47,0.0,52.29999999999999,3.4500000000000006,2019,3,Summer,0
2019-03-06,72.96666666666667,227.54999999999998,18.833333333333332,5.5,0.8250000000000001,66.0,142.83333333333334,16.64,8.51,25.790000000000003,0.0,41.95,3.36,2019,3,Summer,0
2019-03-07,134.82500000000002,162.24166666666667,32.333333333333336,11.0,1.4433333333333334,51.0,302.6666666666667,18.49,11.43,27.540000000000003,0.0,34.9,2.14,2019,3,Summer,0
2019-03-08,93.075,217.54166666666666,25.833333333333332,7.166666666666667,1.1983333333333333,58.5,208.66666666666666,19.41,12.12,28.63,0.0,42.15,2.4,2019,3,Summer,0
2019-03-09,82.39999999999999,208.70000000000002,25.333333333333332,7.5,0.9733333333333333,64.66666666666667,175.5,18.85,11.729999999999999,27.88,0.0,47.27,3.7099999999999995,2019,3,Summer,1
2019-03-10,107.56666666666666,151.90833333333333,28.666666666666668,8.666666666666666,1.1366666666666667,57.666666666666664,252.5,18.92,10.3,27.55,0.0,42.22,2.63,2019,3,Summer,1
2019-03-11,147.14166666666668,201.50833333333333,36.333333333333336,12.166666666666666,1.531666666666667,51.833333333333336,320.3333333333333,20.28,12.18,29.790000000000003,0.20000000000000004,42.18,4.87,2019,3,Summer,0
2019-03-12,87.70833333333333,210.6833333333333,26.333333333333332,8.0,0.9616666666666668,54.333333333333336,192.0,19.3,12.33,26.95,0.0,47.4,3.59,2019,3,Summer,0
2019-03-13,132.94166666666666,224.875,37.833333333333336,9.333333333333334,1.4766666666666666,53.0,303.8333333333333,18.17,13.62,23.95,0.0,43.28,2.45,2019,3,Summer,0
2019-03-14,133.26666666666668,141.53333333333333,35.833333333333336,10.833333333333334,1.3666666666666665,52.0,303.0,18.42,11.38,26.5,1.29,46.5,3.23,2019,3,Summer,0
2019-03-15,86.54166666666667,154.57500000000002,28.0,7.0,0.8649999999999999,66.5,188.0,18.57,10.25,27.97,0.0,47.02,3.24,2019,3,Summer,0
2019-03-16,98.46666666666665,231.4,26.666666666666668,8.666666666666666,1.0966666666666667,58.666666666666664,227.83333333333334,19.03,11.54,27.74,0.0,40.81,3.06,2019,3,Summer,1
2019-03-17,77.825,137.85,21.166666666666668,6.0,0.9316666666666666,66.0,159.0,20.26,12.729999999999999,29.91,0.0,35.75,2.81,2019,3,Summer,1
2019-03-18,125.10000000000001,145.35833333333332,34.0,12.333333333333334,1.2816666666666665,57.0,290.3333333333333,20.63,11.300000000000002,30.39,0.0,34.15,2.68,2019,3,Summer,0
2019-03-19,89.44166666666666,174.75,27.5,8.333333333333334,0.7799999999999999,63.333333333333336,197.83333333333334,22.290000000000003,12.88,32.0,0.0,35.64,3.23,2019,3,Summer,0
2019-03-20,115.675,225.64166666666665,29.333333333333332,8.5,1.405,57.333333333333336,272.1666666666667,23.540000000000003,14.38,34.09,0.04,34.44,3.33,2019,3,Summer,0
2019-03-21,112.075,156.0,30.5,9.166666666666666,1.1133333333333333,56.333333333333336,265.8333333333333,22.97,14.44,32.04,0.15,41.06,2.49,2019,3,Summer,0
2019-03-22,129.92499999999998,165.33333333333334,33.0,8.5,1.3266666666666667,55.666666666666664,302.3333333333333,22.52,14.57,32.08,0.0,29.84,4.59,2019,3,Summer,0
2019-03-23,108.72500000000001,216.0,27.5,9.666666666666666,1.1166666666666667,54.833333333333336,255.0,22.570000000000004,13.26,33.06,0.0,33.52,4.75,2019,3,Summer,1
2019-03-24,99.95833333333333,155.65833333333333,28.5,7.5,0.9616666666666666,58.833333333333336,232.66666666666666,24.429999999999996,14.910000000000002,34.62,0.0,41.66,3.75,2019,3,Summer,1
2019-03-25,124.04166666666667,141.75,32.666666666666664,11.666666666666666,1.3866666666666667,52.833333333333336,293.8333333333333,23.76,17.7,31.48,0.0,38.83,3.59,2019,3,Summer,0
2019-03-26,119.01666666666667,142.19166666666666,34.166666666666664,9.833333333333334,1.38,56.166666666666664,275.1666666666667,23.41,14.47,33.4,0.0,32.83,3.94,2019,3,Summer,0
2019-03-27,123.53333333333335,149.70833333333334,34.166666666666664,8.333333333333334,1.3916666666666666,56.833333333333336,290.6666666666667,24.8,15.22,34.9,0.0,27.03,3.22,2019,3,Summer,0
2019-03-28,109.575,175.4333333333333,26.166666666666668,10.0,1.195,61.333333333333336,259.1666666666667,28.040000000000003,19.29,36.02,0.0,26.77,2.42,2019,3,Summer,0
2019-03-29,82.66666666666667,232.41666666666666,23.0,7.166666666666667,0.8250000000000001,58.333333333333336,175.16666666666666,29.25,22.19,38.43,0.0,30.99,2.12,2019,3,Summer,0
2019-03-30,88.44166666666666,183.38333333333333,25.5,7.166666666666667,0.8966666666666666,63.333333333333336,194.16666666666666,29.58,21.62,38.99,0.12,33.6,2.2,2019,3,Summer,1
2019-03-31,116.74166666666667,153.58333333333334,28.166666666666668,9.5,1.4483333333333333,53.333333333333336,282.5,27.27,19.86,37.26,0.0,24.100000000000005,4.62,2019,3,Summer,1
2019-04-01,117.04166666666667,135.525,34.666666666666664,8.166666666666666,1.2383333333333333,63.5,282.0,25.78,15.65,36.76,0.0,20.77,4.33,2019,4,Summer,0
2019-04-02,122.91666666666667,195.9,31.666666666666668,9.0,1.27,52.666666666666664,288.1666666666667,27.74,18.88,37.82,0.0,18.39,2.31,2019,4,Summer,0
2019-04-03,131.625,163.59166666666667,35.166666666666664,12.333333333333334,1.53,41.833333333333336,301.6666666666667,29.23,19.56,39.21,0.0,19.07,2.34,2019,4,Summer,0
2019-04-04,134.975,163.06666666666666,34.833333333333336,10.0,1.505,56.666666666666664,310.6666666666667,30.05,19.94,40.63,0.0,24.59,2.46,2019,4,Summer,0
2019-04-05,105.97500000000001,174.85833333333335,29.333333333333332,6.333333333333333,1.1266666666666667,50.666666666666664,247.16666666666666,31.350000000000005,21.91,41.51,0.0,25.28,2.39,2019,4,Summer,0
2019-04-06,84.84166666666667,199.725,23.5,6.833333333333333,0.9183333333333333,59.5,184.33333333333334,32.14,24.459999999999997,41.82,0.01,26.39,2.73,2019,4,Summer,1
2019-04-07,126.49166666666667,151.19166666666666,35.666666666666664,11.0,1.5650000000000002,51.166666666666664,294.3333333333333,31.11,23.19,38.87,0.0,24.34,2.14,2019,4,Summer,1
2019-04-08,127.85833333333333,153.1,34.5,9.333333333333334,1.4400000000000002,58.5,291.1666666666667,29.27,21.58,37.14,3.2000000000000006,29.5,2.35,2019,4,Summer,0
2019-04-09,105.81666666666666,162.81666666666666,29.0,8.666666666666666,1.0883333333333334,60.0,246.66666666666666,29.52,20.45,39.44,0.01,27.83,2.38,2019,4,Summer,0
2019-04-10,129.57500000000002,229.32500000000002,32.833333333333336,9.666666666666666,1.5133333333333334,51.833333333333336,301.6666666666667,31.37,22.81,40.67,0.0,24.209999999999997,2.16,2019,4,Summer,0
2019-04-11,81.89166666666667,190.71666666666667,19.5,6.666666666666667,1.0216666666666667,65.0,173.83333333333334,31.88,22.899999999999995,41.11,0.0,27.2,2.9599999999999995,2019,4,Summer,0
2019-04-12,119.09166666666665,148.93333333333334,31.833333333333332,9.833333333333334,1.2466666666666668,47.166666666666664,277.5,31.850000000000005,23.89,40.22,0.05000000000000001,25.27,3.34,2019,4,Summer,0
2019-04-13,90.08333333333333,207.15833333333333,26.666666666666668,8.333333333333334,0.8983333333333333,62.666666666666664,199.83333333333334,31.81,23.49,40.54,0.14,29.42,3.42,2019,4,Summer,1
2019-04-14,131.73333333333332,186.25833333333333,32.333333333333336,10.666666666666666,1.3916666666666666,52.666666666666664,306.8333333333333,32.01,23.51,40.73,0.0,28.709999999999997,4.06,2019,4,Summer,1
2019-04-15,125.36666666666667,145.05833333333334,31.0,10.166666666666666,1.24,56.833333333333336,295.8333333333333,32.31,24.53,40.42,0.02,30.76,4.62,2019,4,Summer,0
2019-04-16,98.125,152.43333333333334,27.0,6.5,0.9333333333333335,55.333333333333336,222.33333333333334,27.929999999999996,22.26,34.1,0.75,46.82,4.01,2019,4,Summer,0
2019-04-17,84.08333333333333,155.56666666666666,23.666666666666668,7.5,0.98,61.333333333333336,180.16666666666666,22.78,19.35,26.25,13.12,70.14,3.2000000000000006,2019,4,Summer,0
2019-04-18,89.39166666666667,182.13333333333333,24.0,7.0,1.0233333333333334,65.16666666666667,197.16666666666666,24.24,18.1,31.05,0.07,58.85,2.07,2019,4,Summer,0
2019-04-19,107.56666666666666,174.63333333333333,28.166666666666668,6.833333333333333,1.2683333333333333,57.5,256.8333333333333,26.070000000000004,18.62,33.26,0.0,43.22,2.41,2019,4,Summer,0
2019-04-20,115.98333333333333,234.57500000000002,27.5,7.833333333333333,1.4416666666666667,57.833333333333336,279.0,27.33,18.99,35.18,0.0,38.53,2.31,2019,4,Summer,1
2019-04-21,126.56666666666666,203.15833333333333,32.833333333333336,9.666666666666666,1.3783333333333332,60.666666666666664,288.6666666666667,29.91,20.9,38.95,0.0,33.25,3.01,2019,4,Summer,1
2019-04-22,103.89166666666667,216.66666666666666,27.666666666666668,7.333333333333333,1.1716666666666666,61.333333333333336,245.83333333333334,31.56,23.87,40.05,0.0,30.03,2.73,2019,4,Summer,0
2019-04-23,110.06666666666666,146.39166666666668,29.5,9.666666666666666,1.1983333333333333,61.5,264.3333333333333,33.64,24.34,42.64,0.0,27.44,2.49,2019,4,Summer,0
2019-04-24,86.05833333333334,189.86666666666667,21.666666666666668,8.0,0.9683333333333334,59.0,188.16666666666666,34.03,24.26,42.57,0.0,25.86,1.92,2019,4,Summer,0
2019-04-25,79.36666666666666,202.8166666666667,20.166666666666668,6.833333333333333,0.7616666666666667,58.666666666666664,164.0,34.69,27.03,43.75,0.0,21.62,2.9599999999999995,2019,4,Summer,0
2019-04-26,80.18333333333334,185.83333333333334,22.5,7.333333333333333,0.8933333333333334,66.33333333333333,167.0,33.51,25.11,42.39,0.20000000000000004,25.33,4.11,2019,4,Summer,0
2019-04-27,122.95833333333333,204.63333333333333,33.166666666666664,10.166666666666666,1.29,56.666666666666664,297.0,34.16,25.91,42.72,0.0,20.22,5.72,2019,4,Summer,1
2019-04-28,93.91666666666667,193.65,24.0,8.666666666666666,1.0733333333333333,64.33333333333333,212.83333333333334,33.94,25.820000000000004,43.01,0.0,17.23,5.33,2019,4,Summer,1
2019-04-29,90.80833333333334,181.48333333333335,23.666666666666668,7.166666666666667,1.075,56.333333333333336,202.33333333333334,34.16,24.66,43.54999999999999,0.0,16.11,3.14,2019,4,Summer,0
2019-04-30,75.48333333333333,227.89166666666665,19.0,6.0,0.9316666666666666,61.166666666666664,153.66666666666666,34.18,24.5,43.66,0.0,14.75,3.64,2019,4,Summer,0
2019-05-01,119.54166666666667,225.84166666666667,34.5,9.666666666666666,1.365,59.333333333333336,280.1666666666667,33.76,24.149999999999995,43.04,0.0,15.03,2.82,2019,5,Summer,0
2019-05-02,90.77499999999999,195.10833333333335,23.0,6.5,0.9616666666666666,56.5,202.33333333333334,33.73,24.649999999999995,42.77,0.0,19.05,2.93,2019,5,Summer,0
2019-05-03,104.3,171.875,27.5,7.5,1.2966666666666666,55.833333333333336,241.83333333333334,32.64,24.27,41.47,0.32,21.29,2.89,2019,5,Summer,0
2019-05-04,102.8,199.08333333333334,29.666666666666668,7.833333333333333,1.1833333333333333,58.833333333333336,242.33333333333334,31.72,23.38,40.66,1.97,17.59,3.77,2019,5,Summer,1
2019-05-05,88.24166666666667,158.85833333333332,23.5,7.666666666666667,0.86,69.0,194.5,31.850000000000005,22.209999999999997,41.41,0.0,14.85,4.14,2019,5,Summer,1
2019-05-06,116.85000000000001,152.24166666666667,33.0,7.5,1.0999999999999999,65.66666666666667,273.0,32.99,22.84,42.94,0.0,11.99,4.75,2019,5,Summer,0
2019-05-07,115.28333333333335,180.95833333333334,31.666666666666668,8.666666666666666,1.2883333333333333,54.833333333333336,269.8333333333333,33.68,24.09,43.38,0.0,12.85,4.59,2019,5,Summer,0
2019-05-08,110.40833333333335,198.225,27.833333333333332,8.666666666666666,1.02,57.333333333333336,264.6666666666667,34.72,25.47,43.76,0.0,16.3,4.97,2019,5,Summer,0
2019-05-09,82.65833333333333,184.67499999999998,22.0,8.666666666666666,0.8666666666666667,62.833333333333336,175.16666666666666,35.31,27.62,43.38,0.0,20.6,5.79,2019,5,Summer,0
2019-05-10,105.58333333333333,190.4416666666667,29.5,8.333333333333334,1.1500000000000001,60.833333333333336,250.5,35.41,28.16,43.01,0.0,21.26,5.0,2019,5,Summer,0
2019-05-11,114.44166666666666,236.39166666666665,31.5,9.0,1.28,51.0,271.6666666666667,34.4,28.83,42.2,0.05000000000000001,26.209999999999997,3.9500000000000006,2019,5,Summer,1
2019-05-12,123.04166666666667,196.91666666666666,31.833333333333332,10.333333333333334,1.3866666666666667,55.166666666666664,286.8333333333333,33.77,26.25,41.2,0.0,26.22,3.92,2019,5,Summer,1
2019-05-13,72.64166666666667,209.9416666666667,22.0,5.666666666666667,0.9750000000000001,72.16666666666667,142.16666666666666,34.92,26.99,41.92,0.55,21.99,2.16,2019,5,Summer,0
2019-05-14,130.275,210.58333333333334,37.166666666666664,10.166666666666666,1.4433333333333334,57.0,296.3333333333333,31.97,27.06,37.86,5.28,34.75,3.26,2019,5,Summer,0
2019-05-15,72.8,192.90833333333333,21.166666666666668,7.666666666666667,0.9166666666666666,63.5,143.5,32.98,26.26,39.4,0.86,31.91,1.7,2019,5,Summer,0
2019-05-16,99.01666666666667,139.725,28.166666666666668,8.666666666666666,1.2249999999999999,56.833333333333336,229.66666666666666,32.4,27.05,38.61,3.42,35.65,2.45,2019,5,Summer,0
2019-05-17,134.45833333333334,217.275,36.666666666666664,11.166666666666666,1.57,53.666666666666664,310.6666666666667,30.540000000000003,24.649999999999995,37.37,10.11,46.82,3.33,2019,5,Summer,0
2019-05-18,103.325,206.225,26.666666666666668,8.666666666666666,1.2066666666666668,55.166666666666664,241.16666666666666,28.36,22.53,34.45,0.73,54.669999999999995,3.5,2019,5,Summer,1
2019-05-19,89.125,182.525,24.166666666666668,6.0,0.9316666666666666,59.666666666666664,196.66666666666666,30.89,23.600000000000005,38.11,0.0,37.28,3.94,2019,5,Summer,1
2019-05-20,83.72500000000001,216.29999999999998,22.666666666666668,8.166666666666666,1.0283333333333333,62.833333333333336,178.5,32.74,24.95,40.75,0.01,31.040000000000003,3.43,2019,5,Summer,0
2019-05-21,112.575,194.25,30.833333333333332,8.833333333333334,1.1633333333333333,56.833333333333336,267.6666666666667,32.36,26.17,40.85,0.13,31.87,3.81,2019,5,Summer,0
2019-05-22,83.64166666666667,181.13333333333333,24.166666666666668,6.333333333333333,0.855,63.166666666666664,178.5,34.14,27.08,41.56,0.0,28.64,3.09,2019,5,Summer,0
2019-05-23,147.15,144.57500000000002,34.166666666666664,12.666666666666666,1.5583333333333333,50.833333333333336,320.1666666666667,33.69,28.94,40.7,3.6300000000000003,34.24,2.11,2019,5,Summer,0
2019-05-24,140.14166666666668,215.79166666666666,38.666666666666664,11.5,1.4633333333333332,53.666666666666664,310.0,32.62,27.83,37.8,0.04,40.19,3.03,2019,5,Summer,0
2019-05-25,124.89166666666667,234.9416666666667,33.0,10.666666666666666,1.4116666666666668,52.833333333333336,299.1666666666667,32.38,25.72,38.99,0.0,33.96,5.12,2019,5,Summer,1
2019-05-26,121.02499999999999,164.82500000000002,30.666666666666668,10.333333333333334,1.3366666666666667,59.166666666666664,292.5,33.12,24.87,41.2,0.0,28.040000000000003,4.12,2019,5,Summer,1
